Ano base,UF,Classe Substância Mineral,Substância Mineral,Quantidade (litros) Garrafão,Quantidade (litros) Garrafa Plástica,Quantidade (litros) Garrafa de Vidro,Quantidade (litros) Copo,Quantidade (litros) Outras Embalagens,Valor (R$) Garrafão,Valor (R$) Garrafa Plástica,Valor (R$) Garrafa de Vidro,Valor (R$) Copo,Valor (R$) Outras Embalagens,Quantidade (litros) Composição Produtos Industrializados,Valor (R$) Composição Produtos Industrializados,Unidade de Medida
2023,AP,Água,Água,51755710.96,1250913.83,0.0,28950.2,0.0,6899167.6,3498753.88,0.0,158045.68,0.0,0.0,0.0,l
2023,BA,Água,Água,900307806.0,311196065.8,0.0,6212123.53,840250.0,71925409.37,314603247.22,0.0,6960548.41,742310.43,119933625.52,111176472.92,l
2023,CE,Água,Água,616312196.09,64332907.05,0.0,1321407.4,0.0,133939722.53,103277113.41,0.0,3087685.29,0.0,73109236.39,131234453.44,l
2023,DF,Água,Água,52699055.68,24363614.87,0.0,1012025.71,23395.0,6987862.49,32485687.69,0.0,1542058.8,23395.0,0.0,0.0,l
2023,ES,Água,Água,146201050.0,35566135.22,379677.6,1118640.0,15993180.0,17412487.64,57409928.62,3297835.51,2652924.79,319863.6,0.0,0.0,l
2023,GO,Água,Água,140182000.6,108900992.38,0.0,985747.5,159526.0,30725480.16,115186895.06,0.0,1933614.29,156540.0,57508000.0,3061103.11,l
2023,MA,Água,Água,244340752.0,29852644.48,0.0,839020.0,0.0,26687848.24,41435966.53,0.0,2242638.3,0.0,9445837.92,5478586.0,l
2023,MG,Água,Água,490348845.21,233714569.32,651176.2,6024901.74,9061190.0,86432941.09,265608796.91,2372164.7,12037273.75,3046515.25,2891573.49,109741.13,l
2023,MS,Água,Água,44918839.0,21144427.74,0.0,1762101.8,1616185.0,12115625.15,33774008.97,0.0,4361284.23,1915179.81,16385143.03,646410.8,l
2023,MT,Água,Água,523202013.12,82651981.54,0.0,4789965.27,180380.0,94635110.36,143340961.01,0.0,8511264.88,188642.03,0.0,0.0,l
2023,PA,Água,Água,374940876.75,33630011.68,0.0,3246614.0,679150.0,40925599.28,23283577.68,0.0,2457277.69,197972.31,234200000.0,2873313.0,l
2023,PB,Água,Água,280107809.14,69718331.22,0.0,3057768.26,7675.0,20741894.06,88284147.38,0.0,4594924.15,5272.5,115028410.24,179743699.81,l
2023,PE,Água,Água,1183137535.14,99183776.24,163137.6,1274499.61,0.0,149291208.94,80744021.96,240174.8,2121069.85,0.0,253987000.0,927847.95,l
2023,PI,Água,Água,43631540.0,419579.57,0.0,0.0,0.0,6317254.02,480129.19,0.0,0.0,0.0,0.0,0.0,l
2023,PR,Água,Água,163299544.87,148478874.63,0.0,6298940.44,176000.0,60187161.17,212866103.01,0.0,12960313.02,0.01,60614438.0,4248474.62,l
2023,RJ,Água,Água,554766208.2,252252242.54,0.0,10122270.16,15018244.0,66905270.21,277114573.94,0.0,10376147.1,632281.98,0.0,0.0,l
2023,RN,Água,Água,481563723.13,45101233.0,148163.0,1392968.0,0.0,49391370.08,59468467.63,164625.8,2257711.67,0.0,0.0,0.0,l
2023,RO,Água,Água,160261450.0,20803786.62,0.0,600350.4,0.0,37769098.58,35694093.1,0.0,1449258.32,0.0,0.0,0.0,l
2023,RR,Água,Água,5158373.0,21115999.76,0.0,270348.0,0.0,1423354.58,8636507.88,0.0,215126.27,0.0,0.0,0.0,l
2023,RS,Água,Água,227470953.39,335661284.46,216.0,3131755.2,0.0,96486237.2,518906566.25,2685.12,7381821.52,0.0,79486630.64,29410.04,l
2023,SC,Água,Água,365331518.23,164083638.82,451455.0,3596336.4,132610.0,92276403.63,212867865.21,816228.9,6998248.47,45229.86,276560000.0,2224228.9,l
2023,SE,Água,Água,296731069.0,32412434.4,0.0,2958121.61,147375.36,186246196.3,36410366.98,0.0,4520810.76,197351.09,8413566.27,2402712.16,l
2023,SP,Água,Água,2280906592.33,1252512307.96,12450667.78,20901420.15,56894819.19,433713853.32,1689757918.79,52752974.64,43941538.5,54867798.54,18998555.22,16566799.93,l
2023,TO,Água,Água,48153002.82,5773267.5,0.0,530437.6,0.0,45244483.12,5955505.37,0.0,833280.0,0.0,0.0,0.0,l
2024,AC,Água,Água,43604872.0,4742401.0,0.0,56582.4,0.0,6365637.33,2458553.67,0.0,48320.0,0.0,0.0,0.0,l
2024,AL,Água,Água,308359630.0,111864297.62,0.0,470216.46,0.0,28456609.04,193515962.31,0.0,1015894.07,0.0,0.0,0.0,l
2024,AM,Água,Água,295999622.48,68240689.85,0.0,1649823.6,0.0,41369093.96,66569274.51,0.0,3148152.57,0.0,42159030.05,7655545.5,l
2024,AP,Água,Água,79160358.47,1719750.18,0.0,8365.77,0.0,6059985.21,4073630.43,0.0,123395.18,0.0,0.0,0.0,l
2024,BA,Água,Água,896130010.8,319936155.49,0.0,6618159.6,1033310.0,84700897.53,351857839.22,0.0,8747511.23,932255.22,74038166.08,100243957.16,l
2024,CE,Água,Água,658365897.67,75004979.12,0.0,1400525.57,132624.0,180976191.34,128094521.71,0.0,3559299.46,169275.53,81294656.94,150515302.46,l
2024,DF,Água,Água,49481314.38,20036883.39,0.0,1219365.66,0.0,7082507.02,32043488.7,0.0,2241978.02,0.0,22443301.28,2223025.54,l
2024,ES,Água,Água,162621070.0,41878793.42,389538.0,1046123.0,31310820.0,22792445.57,73545288.34,3498468.78,2600593.84,626216.4,0.0,0.0,l
2024,GO,Água,Água,189944616.13,125019484.4,0.0,1743929.4,62022.0,50650268.45,142814232.6,0.0,3948493.64,326811.5,54990622.1,2864557.4,l
2024,MA,Água,Água,231862626.0,27662941.16,0.0,967967.6,0.0,27922976.57,37762345.92,0.0,2515889.98,0.0,0.0,0.0,l
2024,MG,Água,Água,606719986.45,233999380.78,9849171.79,4285872.2,5706047.4,106353925.7,353440635.35,5046128.21,10156510.92,6951610.38,5581319.75,847398.36,l
2024,MS,Água,Água,47270037.0,25626902.98,0.0,1741124.8,1911765.0,14034106.91,47540452.07,0.0,4533349.24,2293873.01,18650512.67,883805.64,l
2024,MT,Água,Água,501718898.29,86595651.21,0.0,5292827.34,0.0,110435237.88,164702782.52,0.0,11303601.45,0.0,0.0,0.0,l
2024,PA,Água,Água,372260713.28,47561572.35,0.0,2296964.54,0.0,40585874.58,48311484.61,0.0,6635231.76,0.0,0.0,0.0,l
2024,PB,Água,Água,287759439.78,61650420.64,76467.6,2642746.33,86496.72,23017655.73,71138673.45,144825.0,4310361.71,267978.83,120774681.0,191454032.79,l
2024,PE,Água,Água,1382842908.38,116002060.86,279498.6,2146150.51,0.0,197425482.55,95759058.62,900108.61,3524555.44,0.0,61643260.96,4931460.89,l
2024,PI,Água,Água,51805085.4,9606030.34,0.0,397676.8,89120.0,12809106.53,23650175.03,0.0,1705495.57,112954.56,0.0,0.0,l
2024,PR,Água,Água,189194712.4,193466626.4,0.0,6649130.91,0.0,58416747.24,282410563.31,0.0,13327186.59,0.0,98423115.2,10868278.38,l
2024,RJ,Água,Água,581136948.0,519976598.35,0.0,14382071.2,12741544.0,75050906.39,183825841.54,0.0,12691862.12,437776.78,0.0,0.0,l
2024,RN,Água,Água,519203776.71,62657223.21,160346.45,1511934.15,0.0,50708542.84,88135998.6,178162.7,4312165.09,0.0,0.0,0.0,l
2024,RO,Água,Água,193608582.0,24796321.41,0.0,911006.4,0.0,39374399.74,46358468.16,0.0,2106153.88,0.0,0.0,0.0,l
2024,RR,Água,Água,11834460.0,6047449.46,0.0,263300.0,0.0,3384245.26,10760095.74,0.0,642377.34,0.0,0.0,0.0,l
2024,RS,Água,Água,267079759.84,442741849.43,36.0,2853057.24,208076.4,117059691.89,649807082.27,480.0,5402855.35,1127305.67,5960224754.23,5909207.57,l
2024,SC,Água,Água,381638724.81,208666901.47,508860.0,4180350.4,0.0,105546432.7,275166740.84,1004897.5,8818141.97,0.0,244379000.0,2114110.7,l
2024,SE,Água,Água,333407930.0,42890101.72,0.0,2908658.24,26760.0,58083296.07,47819157.1,0.0,5028840.39,4549.2,9160727.61,2871522.88,l
2024,SP,Água,Água,2240557952.01,4079971282.77,23388192.61,21636476.32,22840812.88,440820135.53,2035076670.64,98963659.89,50165043.39,73555659.7,45949897.97,332085449.39,l
2024,TO,Água,Água,60347623.85,7824872.29,0.0,790933.6,17975.89,10066020.8,9892822.43,0.0,1348217.72,19563.0,0.0,0.0,l
