Ano base,UF,Quantidade Produção - Minério ROM (t),% Produção  Alumínio (Bauxita),% Produção  Amianto,% Produção  Areia,% Produção  Areias Industriais,% Produção  Argilas,% Produção  Berílio,% Produção  Bário,% Produção  Calcário,% Produção  Carvão Mineral,% Produção  Caulim,% Produção  Chumbo,% Produção  Cianita e outros minerais refratários,% Produção  Cobalto,% Produção  Cobre,% Produção  ColumbitaTantalita,% Produção  Cromo,% Produção  Cádmio,% Produção  Diamante,% Produção  Diatomita,% Produção  Dolomito e Magnesita,% Produção  Enxofre,% Produção  Estanho,"% Produção  Feldspato, Leucita e NefelinaSienito",% Produção  Ferro,% Produção  Fluorita e Criolita,% Produção  Fosfato,% Produção  Gemas,"% Produção  Geodos, Ágatas, Calcedônia, etc",% Produção  Gipsita,% Produção  Grafita,% Produção  Lítio,% Produção  Manganês,% Produção  Mica,% Produção  Minerais Industriais (Outros),% Produção  Molibdênio,% Produção  Monazita e TerrasRaras,% Produção  Nióbio,% Produção  Níquel,% Produção  Ouro,% Produção  Potássio,% Produção  Prata,% Produção  Quartzo (Cristal) e outros Piezelétricos,% Produção  Rochas (Britadas) e Cascalho,% Produção  Rochas Ornamentais,% Produção  Rochas Ornamentais  Outras,% Produção  Saibro,% Produção  Sal,% Produção  Talco e outras Cargas Minerais,% Produção  Titânio,% Produção  Tungstênio,% Produção  Turfa,% Produção  Urânio e outros Radioativos,% Produção  Vanádio,% Produção  Vermiculita e Perlita,% Produção  Zinco,% Produção  Zircônio,Quantidade Venda (t),% Venda  Alumínio (Bauxita),% Venda  Amianto,% Venda  Areia,% Venda  Areias Industriais,% Venda  Argilas,% Venda  Berílio,% Venda  Bário,% Venda  Calcário,% Venda  Carvão Mineral,% Venda  Caulim,% Venda  Chumbo,% Venda  Cianita e outros minerais refratários,% Venda  Cobalto,% Venda  Cobre,% Venda  ColumbitaTantalita,% Venda  Cromo,% Venda  Cádmio,% Venda  Diamante,% Venda  Diatomita,% Venda  Dolomito e Magnesita,% Venda  Enxofre,% Venda  Estanho,"% Venda  Feldspato, Leucita e NefelinaSienito",% Venda  Ferro,% Venda  Fluorita e Criolita,% Venda  Fosfato,% Venda  Gemas,"% Venda  Geodos, Ágatas, Calcedônia, etc",% Venda  Gipsita,% Venda  Grafita,% Venda  Lítio,% Venda  Manganês,% Venda  Mica,% Venda  Minerais Industriais (Outros),% Venda  Molibdênio,% Venda  Monazita e TerrasRaras,% Venda  Nióbio,% Venda  Níquel,% Venda  Ouro,% Venda  Potássio,% Venda  Prata,% Venda  Quartzo (Cristal) e outros Piezelétricos,% Venda  Rochas (Britadas) e Cascalho,% Venda  Rochas Ornamentais,% Venda  Rochas Ornamentais  Outras,% Venda  Saibro,% Venda  Sal,% Venda  Talco e outras Cargas Minerais,% Venda  Titânio,% Venda  Tungstênio,% Venda  Turfa,% Venda  Urânio e outros Radioativos,% Venda  Vanádio,% Venda  Vermiculita e Perlita,% Venda  Zinco,% Venda  Zircônio,Valor Venda (R$),% Valor Venda  Alumínio (Bauxita),% Valor Venda  Amianto,% Valor Venda  Areia,% Valor Venda  Areias Industriais,% Valor Venda  Argilas,% Valor Venda  Berílio,% Valor Venda  Bário,% Valor Venda  Calcário,% Valor Venda  Carvão Mineral,% Valor Venda  Caulim,% Valor Venda  Chumbo,% Valor Venda  Cianita e outros minerais refratários,% Valor Venda  Cobalto,% Valor Venda  Cobre,% Valor Venda  ColumbitaTantalita,% Valor Venda  Cromo,% Valor Venda  Cádmio,% Valor Venda  Diamante,% Valor Venda  Diatomita,% Valor Venda  Dolomito e Magnesita,% Valor Venda  Enxofre,% Valor Venda  Estanho,"% Valor Venda  Feldspato, Leucita e NefelinaSienito",% Valor Venda  Ferro,% Valor Venda  Fluorita e Criolita,% Valor Venda  Fosfato,% Valor Venda  Gemas,"% Valor Venda  Geodos, Ágatas, Calcedônia, etc",% Valor Venda  Gipsita,% Valor Venda  Grafita,% Valor Venda  Lítio,% Valor Venda  Manganês,% Valor Venda  Mica,% Valor Venda  Minerais Industriais (Outros),% Valor Venda  Molibdênio,% Valor Venda  Monazita e TerrasRaras,% Valor Venda  Nióbio,% Valor Venda  Níquel,% Valor Venda  Ouro,% Valor Venda  Potássio,% Valor Venda  Prata,% Valor Venda  Quartzo (Cristal) e outros Piezelétricos,% Valor Venda  Rochas (Britadas) e Cascalho,% Valor Venda  Rochas Ornamentais,% Valor Venda  Rochas Ornamentais  Outras,% Valor Venda  Saibro,% Valor Venda  Sal,% Valor Venda  Talco e outras Cargas Minerais,% Valor Venda  Titânio,% Valor Venda  Tungstênio,% Valor Venda  Turfa,% Valor Venda  Urânio e outros Radioativos,% Valor Venda  Vanádio,% Valor Venda  Vermiculita e Perlita,% Valor Venda  Zinco,% Valor Venda  Zircônio
2020,MT,49429279.02,0.0,0.0,3.98,0.03,1.49,0.0,0.0,29.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,4.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,46.1,0.0,0.0,0.0,13.43,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5370363.92,0.0,0.0,41.35,0.3,11.43,0.0,0.0,12.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110016353.11,0.0,0.0,47.14,0.83,3.68,0.0,0.0,34.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,MT,63283061.86,0.0,0.0,3.75,0.03,7.75,0.0,0.0,32.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,43.35,0.0,0.0,0.0,10.51,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9167466.74,0.0,0.0,24.89,0.21,39.42,0.0,0.0,21.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158454233.56,0.0,0.0,43.07,0.99,1.71,0.0,0.0,39.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,MT,57808485.46,0.0,0.0,4.33,0.14,1.95,0.0,0.0,36.66,0.0,0.0,0.79,0.0,0.0,0.8,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,37.19,0.0,0.02,0.0,15.92,0.04,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,6048609.46,0.0,0.0,39.8,1.02,8.22,0.0,0.0,18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,31.67,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668225866.79,0.0,0.0,13.08,0.46,0.88,0.0,0.0,13.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,6.34,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,MT,59665552.58,0.0,0.0,4.83,16.83,0.75,0.0,0.0,31.0,0.0,0.0,1.21,0.0,0.0,1.21,0.0,0.0,0.0,0.66,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,25.08,0.0,0.0,0.0,16.64,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,13496996.87,0.0,0.0,17.41,58.22,1.65,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,16.84,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462754828.01,0.0,0.0,23.02,2.36,0.52,0.0,0.0,16.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,46.59,0.0,0.0,0.0,9.18,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,MT,55709726.86,0.0,0.0,11.07,0.01,2.58,0.0,0.0,32.31,0.0,0.0,2.55,0.0,0.0,2.55,0.0,0.0,0.0,0.23,0.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,24.14,0.0,0.0,0.0,17.47,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,5398288.69,0.0,0.0,39.77,0.09,1.87,0.0,0.0,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,46.8,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372769256.21,0.0,0.0,27.14,0.22,0.56,0.0,0.0,13.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,34.81,0.0,0.0,0.0,18.7,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,PA,199514084.43,19.56,0.0,0.18,0.02,0.34,0.0,0.0,0.83,0.0,2.7,0.0,0.0,0.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.63,8.95,0.0,0.0,0.0,0.1,0.0,0.0,0.19,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,2809758.99,0.0,0.0,12.15,0.29,10.6,0.0,0.0,56.16,0.0,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40012541.71,0.0,0.0,4.35,0.17,4.92,0.0,0.0,62.92,0.0,25.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,PA,208177312.98,20.18,0.0,0.27,0.01,0.35,0.0,0.0,0.88,0.0,2.58,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,57.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.93,7.38,0.0,0.0,0.0,0.63,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2869210.51,0.0,0.0,18.55,0.0,8.11,0.0,0.0,56.39,0.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.01,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70818285.56,0.0,0.0,6.42,0.04,6.4,0.0,0.0,68.05,0.0,16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.08,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,PA,220328259.62,19.34,0.0,0.39,0.01,0.41,0.0,0.0,0.7,0.0,2.25,0.0,0.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,53.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.9,9.44,0.0,0.0,0.0,0.86,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,3198325.44,0.0,0.0,24.17,0.02,11.08,0.0,0.0,45.49,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65560788.46,0.0,0.0,7.34,0.05,9.18,0.0,0.0,63.9,0.0,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,PA,219899848.58,18.61,0.0,0.33,0.02,0.42,0.0,0.0,0.67,0.0,2.1,0.0,0.0,0.0,11.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,50.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.12,11.64,0.0,0.0,0.0,0.87,0.0,0.0,0.05,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,2939386.62,0.0,0.0,22.5,0.38,13.41,0.0,0.0,44.95,0.0,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65364795.99,0.0,0.0,8.15,1.16,10.26,0.0,0.0,61.87,0.0,12.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,PA,232715744.04,19.44,0.0,0.4,0.07,0.29,0.0,0.0,0.71,0.0,1.88,0.0,0.0,0.0,14.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,51.07,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.77,6.61,0.0,0.04,0.0,1.04,0.0,0.0,0.09,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,3603196.7,0.0,0.0,23.54,1.05,8.57,0.0,0.0,39.7,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.39,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81085300.5,0.0,0.0,10.18,2.7,6.17,0.0,0.0,63.78,0.0,9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,PA,318259302.53,14.2,0.0,0.24,0.04,0.19,0.0,0.0,0.52,0.0,1.18,0.0,0.0,0.0,18.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,44.28,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.32,18.08,0.0,0.04,0.0,0.92,0.0,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2492898.78,0.0,0.0,24.04,0.9,9.19,0.0,0.0,45.37,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63855583.88,0.0,0.0,10.83,0.78,5.98,0.0,0.0,65.19,0.0,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,PA,371212411.2,12.6,0.0,0.18,0.01,0.14,0.0,0.0,0.51,0.0,0.76,0.0,0.0,0.0,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,44.33,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.46,19.37,0.0,0.03,0.0,0.54,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994789.01,0.0,0.0,27.38,0.27,9.19,0.0,0.0,39.32,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.12,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47347520.19,0.0,0.0,11.97,1.97,5.4,0.0,0.0,59.62,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,PA,327598911.57,13.91,0.0,0.22,0.03,0.14,0.0,0.0,0.65,0.0,1.08,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,51.43,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.29,6.05,0.0,0.03,0.0,0.42,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2261226.19,0.0,0.0,27.3,0.07,27.37,0.0,0.0,30.98,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44671289.66,0.0,0.0,14.38,0.49,4.87,0.0,0.0,56.4,0.0,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PA,394430912.72,9.47,0.0,0.22,0.02,0.13,0.0,0.0,0.59,0.0,0.79,0.0,0.0,0.0,17.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,49.83,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,18.53,0.0,0.27,0.0,0.43,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300405.34,0.0,0.0,27.53,0.0,6.37,0.0,0.0,12.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.59,0.0,0.0,0.0,0.0,0.01,0.0,0.16,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,11.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106316329.95,0.0,0.0,8.28,0.0,0.94,0.0,0.0,9.22,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.36,0.0,0.0,0.0,0.0,0.39,0.0,0.15,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,24.79,0.0,0.0,0.0,8.41,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,PA,372588096.02,9.2,0.0,0.24,0.0,0.12,0.0,0.0,0.72,0.0,0.8,0.0,0.0,0.0,16.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,51.12,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.07,17.19,0.0,0.16,0.0,0.45,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2142482.59,0.0,0.0,40.65,0.0,6.7,0.0,0.0,24.91,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,9.94,0.0,0.01,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78079805.09,0.0,0.0,14.6,0.0,1.52,0.0,0.0,33.01,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.12,0.0,0.0,0.69,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,8.83,0.0,0.88,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,PA,384749675.93,10.08,0.0,0.32,0.04,0.16,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,15.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,50.33,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.91,19.26,0.0,0.21,0.0,0.71,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27887898.12,0.0,0.0,4.33,0.0,0.78,0.0,0.0,1.9,0.0,0.12,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,87.22,0.0,0.0,0.0,2.47,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316435317.75,0.0,0.0,8.12,0.0,0.59,0.0,0.0,6.01,0.0,0.42,0.0,0.0,0.0,3.17,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,20.58,0.0,0.0,0.4,0.0,2.18,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,42.28,0.0,0.0,0.0,13.08,0.0,0.78,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
