Ano base,UF,Classe Substância,Substância Mineral,Quantidade Produção - Minério ROM (t),Quantidade Contido,Unidade de Medida - Contido,Indicação Contido,Quantidade Venda (t),Valor Venda (R$),Quantidade Transformação / Consumo / Utilização (t),Valor Transformação / Consumo / Utilização nesta mina (R$),Quantidade Transferência para Transformação / Utilização / Consumo (t),Valor Transferência para Transformação / Utilização / Consumo (R$)
2011,PB,Não-Metálicos,Rochas Ornamentais,21028.71,0.0,-,,16331.19,5965609.05,3208.5,0.12,0.0,0.0
2011,PB,Não-Metálicos,Rochas Ornamentais - Outras,100760.0,0.0,-,,100760.0,137400.0,0.0,0.0,0.0,0.0
2011,PB,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",19503.82,0.0,-,,15215.43,1360123.46,0.0,0.0,0.0,0.0
2011,PB,Não-Metálicos,Saibro,49506.0,0.0,-,,21056.0,151340.0,0.0,0.0,28450.0,204484.38
2011,PB,Não-Metálicos,Areia,913335.04,0.0,-,,903161.35,4324351.61,0.0,0.0,9788.69,16249.22
2011,PB,Metálicos,Columbita-Tantalita,1.9,1.9,t,Ta2O5,0.0,0.0,0.0,0.0,0.0,0.0
2011,PB,Não-Metálicos,Mica,4710.1,0.0,-,,4042.7,158295.13,0.0,0.0,667.4,99118.19
2011,PB,Não-Metálicos,Vermiculita e Perlita,3681.5,1466.9,t,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PB,Gemas e Diamantes,Gemas,0.0,0.0,kg,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PB,Não-Metálicos,Cianita e outros minerais refratários,2297.89,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PB,Metálicos,Titânio,266582.4,64568.8,t,TiO2,0.0,0.0,0.0,0.0,0.0,0.0
2011,PB,Metálicos,Zircônio,13299052.0,14460.19,t,ZrSiO4,0.0,0.0,0.0,0.0,0.0,0.0
2011,PB,Não-Metálicos,Caulim,1127.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PB,Não-Metálicos,Calcário,2382317.0,0.0,-,,50478.0,925107.6,0.0,0.0,2313.0,93566.25
2011,PB,Não-Metálicos,Rochas (Britadas) e Cascalho,956184.96,0.0,-,,1068.0,50500.8,0.0,0.0,0.0,0.0
2011,PB,Não-Metálicos,Dolomito e Magnesita,417.85,0.0,-,,417.85,246166.32,0.0,0.0,0.0,0.0
2011,PB,Não-Metálicos,Argilas,1083426.97,0.0,-,,517270.58,4930528.73,2650.0,2650.0,45657.38,497236.06
2011,PE,Não-Metálicos,Dolomito e Magnesita,825.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PE,Não-Metálicos,Fosfato,0.0,0.0,t,P2O5,0.0,0.0,0.0,0.0,0.0,0.0
2011,PE,Não-Metálicos,Calcário,922357.54,0.0,-,,732958.0,21656385.17,0.0,0.0,21894.68,178038.04
2011,PE,Não-Metálicos,Rochas (Britadas) e Cascalho,6867820.88,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PE,Metálicos,Titânio,0.0,0.0,t,TiO2,0.0,0.0,0.0,0.0,0.0,0.0
2011,PE,Não-Metálicos,Saibro,444716.53,0.0,-,,192991.73,168307.25,0.0,0.0,251724.8,364348.0
2011,PE,Não-Metálicos,Caulim,0.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PE,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",600.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PE,Não-Metálicos,Vermiculita e Perlita,2489.0,970.71,t,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PE,Não-Metálicos,Rochas Ornamentais,21972.4,0.0,-,,21682.43,6813516.54,0.0,0.0,0.0,0.0
2011,PE,Não-Metálicos,Areias Industriais,164002.84,0.0,-,,24149.0,147906.06,0.0,0.0,0.0,0.0
2011,PE,Não-Metálicos,Areia,1303095.22,0.0,-,,1225020.02,7927016.11,0.0,0.0,75225.2,133879.5
2011,PE,Não-Metálicos,Gipsita,2992331.65,0.0,-,,1853906.33,34453612.62,0.0,0.0,32821.84,2221460.51
2011,PE,Não-Metálicos,Argilas,1558944.46,0.0,-,,1061397.29,8444852.85,47918.37,271900.39,18269.58,22836.98
2011,PI,Não-Metálicos,Rochas (Britadas) e Cascalho,688299.32,0.0,-,,39696.55,849575.0,27004.0,294796.0,1326.0,82638.0
2011,PI,Não-Metálicos,Calcário,1095281.2,0.0,-,,467564.91,1560655.12,0.0,0.0,10186.0,433582.3
2011,PI,Não-Metálicos,Rochas Ornamentais,22125.69,0.0,-,,5042.03,805526.22,0.0,0.0,8019.76,256656.59
2011,PI,Não-Metálicos,Argilas,463315.89,0.0,-,,228103.64,3209418.36,23259.01,292986.66,206143.84,3101237.75
2011,PI,Gemas e Diamantes,Gemas,8075.0,17.78,kg,,0.43,37600.0,0.0,0.0,0.0,0.0
2011,PI,Não-Metálicos,Saibro,39555.22,0.0,-,,34013.48,348758.27,0.0,0.0,0.0,0.0
2011,PI,Não-Metálicos,Areia,272592.38,12228.0,-,,245347.9,1624564.59,0.0,0.0,15794.71,98011.33
2011,PR,Metálicos,Ouro,91126.18,422.23,kg,Au,0.0,0.0,0.0,0.0,0.0,0.0
2011,PR,Metálicos,Chumbo,0.0,0.0,t,Pb,0.0,0.0,0.0,0.0,0.0,0.0
2011,PR,Não-Metálicos,Rochas (Britadas) e Cascalho,11728316.99,0.0,-,,186617.62,741802.23,240494.42,1206201.49,245746.3,1156233.8
2011,PR,Não-Metálicos,Talco e outras Cargas Minerais,643456.96,0.0,-,,363421.71,12200409.05,0.0,0.0,222398.36,383590.69
2011,PR,Não-Metálicos,Areias Industriais,42729.51,0.0,-,,29487.54,554855.18,2240.0,8960.0,219.0,5188.05
2011,PR,Não-Metálicos,Caulim,101052.68,0.0,-,,77993.81,3762826.31,0.0,0.0,19527.42,335184.44
2011,PR,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",127890.11,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PR,Não-Metálicos,Areia,6177231.96,0.0,-,,4326211.13,82226619.82,0.0,0.0,0.0,0.0
2011,PR,Gemas e Diamantes,Diamante,45950.0,1141.43,ct,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PR,Não-Metálicos,Calcário,12784622.67,0.0,-,,2151212.95,30949221.46,57097.0,201902.5,184569.38,889642.39
2011,PR,Não-Metálicos,Rochas Ornamentais,10077.65,0.0,-,,2053.6,258274.11,0.0,0.0,5698.15,1137848.97
2011,PR,Metálicos,Prata,91126.18,69.67,kg,Ag,0.0,0.0,0.0,0.0,0.0,0.0
2011,PR,Não-Metálicos,Argilas,1161930.86,0.0,-,,288703.75,3349471.63,54377.58,272438.78,821025.12,3808936.36
2011,PR,Não-Metálicos,Fluorita e Criolita,30162.89,13422.49,t,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PR,Energéticos,Carvão Mineral,344161.14,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,PR,Não-Metálicos,Rochas Ornamentais - Outras,92224.68,0.0,-,,90708.5,474136.47,0.0,0.0,450.0,65250.0
2011,PR,Gemas e Diamantes,Gemas,10652.1,1065210.0,kg,,0.0,0.0,0.0,0.0,10652.1,121698.8
2011,PR,Não-Metálicos,Saibro,1163787.43,0.0,-,,1096349.43,14016860.43,3100.0,11700.0,64338.0,50832.24
2011,PR,Não-Metálicos,Dolomito e Magnesita,3629818.25,0.0,-,,1397686.61,3600675.87,1282667.91,2841522.01,31611.03,128891.16
2011,RJ,Não-Metálicos,Fluorita e Criolita,36793.0,13000.0,t,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RJ,Metálicos,Titânio,266649.6,4799.0,t,TiO2,0.0,0.0,0.0,0.0,0.0,0.0
2011,RJ,Não-Metálicos,Rochas (Britadas) e Cascalho,24839784.91,0.0,-,,411442.06,14213854.84,0.0,0.0,0.0,0.0
2011,RJ,Metálicos,Zircônio,133324.8,958.0,t,ZrSiO4,0.0,0.0,0.0,0.0,0.0,0.0
2011,RJ,Não-Metálicos,Areias Industriais,292578.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RJ,Não-Metálicos,Rochas Ornamentais,18834.59,0.0,-,,17427.27,943220.76,0.0,0.0,1406.02,99365.4
2011,RJ,Não-Metálicos,Saibro,4602575.55,0.0,-,,4602350.55,10895446.9,0.0,0.0,0.0,0.0
2011,RJ,Não-Metálicos,Areia,9979724.15,0.0,-,,9948704.72,90690464.35,24666.5,198466.0,0.0,0.0
2011,RJ,Não-Metálicos,Argilas,1770905.88,0.0,-,,812760.37,1318554.56,97192.28,93802.02,406986.23,1427888.94
2011,RJ,Não-Metálicos,Caulim,0.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RJ,Não-Metálicos,Rochas Ornamentais - Outras,50422.83,0.0,-,,50422.83,3296311.91,0.0,0.0,0.0,0.0
2011,RJ,Não-Metálicos,Calcário,3048661.87,0.0,-,,156556.48,1315597.14,0.0,0.0,1152345.51,11207348.53
2011,RJ,Metálicos,Ouro,3194.0,3.19,kg,Au,0.0,0.0,0.0,0.0,0.0,0.0
2011,RJ,Não-Metálicos,Dolomito e Magnesita,40.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RJ,Metálicos,Monazita e Terras-Raras,133324.8,290.0,t,ETR,0.0,0.0,0.0,0.0,0.0,0.0
2011,RJ,Metálicos,Alumínio (Bauxita),0.0,0.0,t,Al2O3,0.0,0.0,0.0,0.0,0.0,0.0
2011,RN,Não-Metálicos,Rochas Ornamentais,25051.99,0.0,-,,26641.4,10229345.31,0.0,0.0,0.0,0.0
2011,RN,Não-Metálicos,Rochas Ornamentais - Outras,367.83,0.0,-,,367.83,158024.37,0.0,0.0,0.0,0.0
2011,RN,Não-Metálicos,Talco e outras Cargas Minerais,34310.0,0.0,-,,34310.0,514650.0,0.0,0.0,0.0,0.0
2011,RN,Não-Metálicos,Caulim,209009.2,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RN,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",17530.5,0.0,-,,3940.5,71475.0,0.0,0.0,0.0,0.0
2011,RN,Metálicos,Columbita-Tantalita,637.0,4.55,t,Ta2O5,0.0,0.0,0.0,0.0,0.0,0.0
2011,RN,Metálicos,Ouro,35093.53,57.47,kg,Au,0.0,0.0,0.0,0.0,0.0,0.0
2011,RN,Gemas e Diamantes,Gemas,0.0,0.0,kg,,0.0,65263.85,0.0,0.0,0.0,0.0
2011,RN,Metálicos,Tungstênio,42080.0,295.04,t,WO3,165.0,53200.0,0.0,0.0,0.0,0.0
2011,RN,Não-Metálicos,Argilas,351799.54,0.0,-,,320050.01,1920300.0,16480.0,82399.5,0.0,0.0
2011,RN,Não-Metálicos,Areia,87128.91,0.0,-,,81128.91,700143.08,0.0,0.0,0.0,0.0
2011,RN,Não-Metálicos,Gipsita,0.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RN,Não-Metálicos,Calcário,415578.11,0.0,-,,233205.92,6447690.03,0.0,0.0,0.0,0.0
2011,RN,Metálicos,Ferro,118716.52,50845.86,t,Fe,63353.6,8396774.91,0.0,0.0,0.0,0.0
2011,RN,Não-Metálicos,Saibro,148459.28,0.0,-,,6550.0,13100.0,0.0,0.0,141909.28,235569.38
2011,RN,Não-Metálicos,Rochas (Britadas) e Cascalho,1332395.55,0.0,-,,0.0,0.0,0.0,0.0,52120.62,983407.89
2011,RN,Não-Metálicos,Diatomita,244.0,0.0,-,,274.0,43530.0,0.0,0.0,0.0,0.0
2011,RO,Gemas e Diamantes,Gemas,120000.0,2057.02,kg,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RO,Não-Metálicos,Calcário,9109.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RO,Metálicos,Columbita-Tantalita,530738.29,204.96,t,Nb2O5,0.0,0.0,0.0,0.0,0.0,0.0
2011,RO,Metálicos,Manganês,40555.0,12370.73,t,Mn,0.0,0.0,0.0,0.0,0.0,0.0
2011,RO,Não-Metálicos,Rochas Ornamentais,5764.16,0.0,-,,6517.71,1887168.75,0.0,0.0,0.0,0.0
2011,RO,Metálicos,Columbita-Tantalita,177558.79,11.08,t,Ta2O5,0.0,0.0,0.0,0.0,0.0,0.0
2011,RO,Não-Metálicos,Rochas (Britadas) e Cascalho,1153782.41,0.0,-,,129588.69,1466152.77,0.0,0.0,0.0,0.0
2011,RO,Não-Metálicos,Areia,525243.14,0.0,-,,477775.42,10478770.89,0.0,0.0,0.0,0.0
2011,RO,Metálicos,Estanho,15585377.9,9411993.07,kg,Sn,0.0,0.0,0.0,0.0,0.0,0.0
2011,RO,Não-Metálicos,Argilas,579191.13,0.0,-,,136436.31,1087822.39,0.0,0.0,440534.82,4271485.74
2011,RO,Não-Metálicos,Saibro,0.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RO,Metálicos,Ouro,100000.51,54.1,kg,Au,0.0,0.0,0.0,0.0,0.0,0.0
2011,RR,Não-Metálicos,Rochas (Britadas) e Cascalho,98292.38,0.0,-,,10406.61,274231.34,0.0,0.0,0.0,0.0
2011,RR,Não-Metálicos,Areia,77131.55,0.0,-,,77131.55,558590.0,0.0,0.0,0.0,0.0
2011,RR,Não-Metálicos,Argilas,58904.5,0.0,-,,58904.5,382086.69,0.0,0.0,0.0,0.0
2011,RS,Não-Metálicos,Argilas,5417472.73,0.0,-,,2637475.92,3985865.91,1400254.6,3475696.77,1348942.24,4196123.8
2011,RS,Não-Metálicos,Rochas Ornamentais,10673.26,0.0,-,,9603.74,4157679.26,0.0,0.0,374.0,53728.62
2011,RS,Não-Metálicos,Areia,13976347.9,0.0,-,,13532948.41,96827610.86,36045.0,360450.0,407504.49,795873.47
2011,RS,Não-Metálicos,Rochas Ornamentais - Outras,527726.33,0.0,-,,471014.6,20230606.04,1280.0,12.0,54593.76,432721.08
2011,RS,Não-Metálicos,Calcário,3695751.41,0.0,-,,67259.25,736760.3,0.0,0.0,0.0,0.0
2011,RS,Não-Metálicos,"Geodos, Ágatas, Calcedônia, etc",8341.45,8341.45,t,,8263.66,43111338.0,0.0,0.0,0.0,0.0
2011,RS,Não-Metálicos,Saibro,3383782.81,0.0,-,,2281091.21,16774444.59,159986.25,592854.58,940359.1,3838599.53
2011,RS,Energéticos,Carvão Mineral,5153147.6,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RS,Não-Metálicos,Areias Industriais,84190.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,RS,Não-Metálicos,Rochas (Britadas) e Cascalho,17575501.76,0.0,-,,120098.25,332316.2,20103.51,61710.3,206484.36,644168.83
2011,RS,Não-Metálicos,Caulim,256016.08,0.0,-,,237562.83,7339285.95,0.0,0.0,20658.75,215197.34
2011,SC,Não-Metálicos,Areia,4625210.81,0.0,-,,4523081.72,67743441.91,30348.2,160252.2,12390.0,80142.0
2011,SC,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",122133.36,0.0,-,,2958.0,86959.0,0.0,0.0,0.0,0.0
2011,SC,Não-Metálicos,Calcário,1494329.01,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,SC,Não-Metálicos,Saibro,3150222.48,0.0,-,,2330895.08,12427344.46,127768.38,575298.22,358296.72,1338900.29
2011,SC,Não-Metálicos,Caulim,282170.35,0.0,-,,131876.04,3204369.86,0.0,0.0,145557.85,1387690.41
2011,SC,Energéticos,Turfa,192742.0,0.0,-,,16202.0,457472.49,0.0,0.0,0.0,0.0
2011,SC,Energéticos,Carvão Mineral,7237783.04,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,SC,Não-Metálicos,Argilas,3270788.77,0.0,-,,1860648.79,17700214.05,657850.43,2150651.89,520245.45,3807512.71
2011,SC,Não-Metálicos,Rochas Ornamentais,185217.78,0.0,-,,206610.59,2504317.72,825.0,59125.0,193.0,29609.1
2011,SC,Metálicos,Alumínio (Bauxita),90386.62,47509.58,t,Al2O3,14439.26,288785.2,0.0,0.0,0.0,0.0
2011,SC,Não-Metálicos,Rochas Ornamentais - Outras,50522.98,0.0,-,,48827.98,1368345.12,0.0,0.0,1695.0,16950.0
2011,SC,Não-Metálicos,Areias Industriais,1226447.78,0.0,-,,12554.72,290045.04,0.0,0.0,20953.37,152923.12
2011,SC,Não-Metálicos,Rochas (Britadas) e Cascalho,16866386.09,0.0,-,,850795.71,7920797.85,35373.12,298339.69,998814.3,4162670.28
2011,SE,Não-Metálicos,Argilas,1242585.64,0.0,-,,270444.02,2608153.57,0.0,0.0,752647.5,3907403.31
2011,SE,Não-Metálicos,Saibro,0.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,SE,Não-Metálicos,Potássio,2556300.0,428947.14,t,K2O,0.0,0.0,0.0,0.0,0.0,0.0
2011,SE,Não-Metálicos,Rochas (Britadas) e Cascalho,496388.6,0.0,-,,55747.03,156267.6,224.4,528.0,0.0,0.0
2011,SE,Não-Metálicos,Areia,525897.39,0.0,-,,516611.79,2155416.75,285.6,1344.0,9000.0,11190.0
2011,SE,Não-Metálicos,Talco e outras Cargas Minerais,12185.11,0.0,-,,0.0,0.0,0.0,0.0,10569.36,47562.09
2011,SE,Não-Metálicos,Calcário,5440588.76,0.0,-,,20472.62,734566.29,0.0,0.0,39386.14,596748.15
2011,SE,Não-Metálicos,Rochas Ornamentais,10849.4,0.0,-,,10849.4,617479.76,0.0,0.0,0.0,0.0
2011,SP,Metálicos,Zircônio,0.0,0.0,t,ZrSiO4,0.0,0.0,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Rochas (Britadas) e Cascalho,88092291.64,0.0,-,,271336.9,2846059.48,1000.0,1000.0,78900.8,266629.16
2011,SP,Energéticos,Turfa,37291.77,0.0,-,,37291.77,2807650.7,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Minerais Industriais (Outros),0.0,0.0,t,,0.0,0.0,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Talco e outras Cargas Minerais,735194.95,0.0,-,,42937.26,1434361.86,0.0,0.0,33337.96,386348.45
2011,SP,Não-Metálicos,Areia,31226420.92,0.0,-,,20979615.88,371061997.52,1420.73,19314.7,10980.0,131970.0
2011,SP,Metálicos,Ferro,5360301.0,685398.0,t,Fe,0.0,0.0,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Fosfato,5590725.64,368252.7,t,P2O5,0.0,0.0,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Areias Industriais,4737786.48,0.0,-,,49037.25,1257951.97,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Argilas,12711718.58,0.0,-,,9097804.15,79356559.31,303341.63,5036856.26,1875615.08,10639856.67
2011,SP,Não-Metálicos,Dolomito e Magnesita,331586.96,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Rochas Ornamentais,28551.76,0.0,-,,27777.45,4252448.66,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Calcário,5360301.0,4288240.8,t,,0.0,0.0,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Rochas Ornamentais - Outras,1312.6,0.0,-,,1312.6,150284.0,0.0,0.0,0.0,0.0
2011,SP,Metálicos,Alumínio (Bauxita),481695.24,209964.92,t,Al2O3,0.0,0.0,0.0,0.0,45011.91,796231.67
2011,SP,Não-Metálicos,Saibro,2391434.97,0.0,-,,2390406.26,19708549.02,112.0,560.0,0.0,0.0
2011,SP,Não-Metálicos,Caulim,167912.49,0.0,-,,35788.8,214229.9,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,Calcário,13106346.93,0.0,-,,39843.93,593890.27,3058.23,3058.23,0.0,0.0
2011,SP,Metálicos,Manganês,0.0,0.0,t,Mn,0.0,0.0,0.0,0.0,0.0,0.0
2011,SP,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",23702.0,0.0,-,,60.0,900.0,0.0,0.0,0.0,0.0
2011,TO,Não-Metálicos,Rochas (Britadas) e Cascalho,610737.91,0.0,-,,66003.38,1080188.48,0.0,0.0,0.0,0.0
2011,TO,Metálicos,Ouro,22592.85,22.59,kg,Au,22592.85,1622500.95,0.0,0.0,0.0,0.0
2011,TO,Metálicos,Ferro,517000.0,325000.0,t,Fe,0.0,0.0,0.0,0.0,0.0,0.0
2011,TO,Não-Metálicos,Areias Industriais,0.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,TO,Não-Metálicos,Minerais Industriais (Outros),48000.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,TO,Não-Metálicos,Gipsita,3838.0,0.0,-,,3838.0,32623.0,0.0,0.0,0.0,0.0
2011,TO,Não-Metálicos,Calcário,3234617.34,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,TO,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,0.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2011,TO,Não-Metálicos,Argilas,80560.31,0.0,-,,28700.0,57400.0,0.0,0.0,42560.31,669111.2
2011,TO,Não-Metálicos,Saibro,7636.0,0.0,-,,7636.0,79312.0,0.0,0.0,0.0,0.0
2011,TO,Não-Metálicos,Areia,248213.39,0.0,-,,195552.48,3541849.71,260.0,6500.0,0.0,0.0
2011,TO,Não-Metálicos,Fosfato,87976.19,12000.0,t,P2O5,0.0,0.0,0.0,0.0,0.0,0.0
2012,AC,Não-Metálicos,Areia,185690.58,0.0,-,,149956.6,3462125.98,0.0,0.0,0.0,0.0
2012,AL,Não-Metálicos,Saibro,413120.21,0.0,-,,388237.52,461695.63,0.0,0.0,23430.0,8697.0
2012,AL,Não-Metálicos,Calcário,1112548.18,0.0,-,,15394.04,938791.46,0.0,0.0,0.0,0.0
2012,AL,Não-Metálicos,Rochas (Britadas) e Cascalho,1470092.06,0.0,-,,5033.8,28951.19,403.2,1440.0,0.0,0.0
2012,AL,Metálicos,Cobre,0.0,0.0,t,Cu,0.0,0.0,0.0,0.0,0.0,0.0
2012,AL,Não-Metálicos,Argilas,289546.64,0.0,-,,1890.7,6960.63,105891.16,678259.9,165541.3,1407906.14
2012,AL,Não-Metálicos,Sal,872571.0,0.0,-,,2235.49,54188.29,0.0,0.0,870335.51,6554602.19
2012,AL,Não-Metálicos,Areia,492941.92,0.0,-,,411854.71,4829201.7,20820.99,28813.25,27404.0,27027.35
2012,AM,Não-Metálicos,Gipsita,64791.89,0.0,-,,64791.89,349847.81,0.0,0.0,0.0,0.0
2012,AM,Não-Metálicos,Rochas (Britadas) e Cascalho,227018.3,0.0,-,,8916.8,297047.19,0.0,0.0,0.0,0.0
2012,AM,Metálicos,Ferro,29324.94,20527.46,t,Fe,0.0,0.0,0.0,0.0,29324.94,173829.45
2012,AM,Não-Metálicos,Argilas,320586.73,0.0,-,,2000.0,15500.0,0.01,0.01,318586.63,1896184.63
2012,AM,Metálicos,Estanho,6580544.0,6844225.0,kg,Sn,0.0,0.0,0.0,0.0,0.0,0.0
2012,AM,Metálicos,Ouro,0.0,0.0,kg,Au,0.0,0.0,0.0,0.0,0.0,0.0
2012,AM,Não-Metálicos,Potássio,0.0,0.0,t,K2O,0.0,0.0,0.0,0.0,0.0,0.0
2012,AM,Metálicos,Columbita-Tantalita,6580544.0,163.62,t,Ta2O5,0.0,0.0,0.0,0.0,0.0,0.0
2012,AM,Não-Metálicos,Calcário,816535.32,0.0,-,,621940.5,2719506.82,0.0,0.0,194594.82,947891.12
2012,AM,Não-Metálicos,Areia,153105.59,0.0,-,,71840.56,1058725.08,5180.0,51800.0,76085.03,119403.28
2012,AM,Não-Metálicos,Saibro,6667.0,0.0,-,,6667.0,25252.0,0.0,0.0,0.0,0.0
2012,AM,Metálicos,Columbita-Tantalita,6580544.0,1636.2,t,Nb2O5,0.0,0.0,0.0,0.0,0.0,0.0
2012,AP,Não-Metálicos,Saibro,3600.0,0.0,-,,3600.0,12000.0,0.0,0.0,0.0,0.0
2012,AP,Não-Metálicos,Argilas,76969.4,0.0,-,,2751.0,78695.0,3518.4,35184.0,40000.0,150000.0
2012,AP,Não-Metálicos,Areia,434121.0,0.0,-,,427896.22,4515906.65,0.0,0.0,0.0,0.0
2012,AP,Metálicos,Ouro,669143.36,7520.55,kg,Au,0.0,0.0,0.0,0.0,0.0,0.0
2012,AP,Metálicos,Columbita-Tantalita,18931.14,31.62,t,Ta2O5,0.0,0.0,0.0,0.0,0.0,0.0
2012,AP,Não-Metálicos,Caulim,575596.0,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2012,AP,Não-Metálicos,Rochas (Britadas) e Cascalho,337059.51,0.0,-,,56550.24,1947036.63,0.0,0.0,0.0,0.0
2012,AP,Metálicos,Cromo,19010.0,4182.5,t,Cr2O3,0.0,0.0,0.0,0.0,0.0,0.0
2012,AP,Metálicos,Ferro,14407123.64,6259956.39,t,Fe,360424.0,1802137.0,0.0,0.0,0.0,0.0
2012,BA,Não-Metálicos,Calcário,2106810.8,0.0,-,,42875.25,516211.48,0.0,0.0,1378540.7,0.12
2012,BA,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",5690.42,0.0,-,,5481.42,571926.96,0.0,0.0,0.0,0.0
2012,BA,Não-Metálicos,Talco e outras Cargas Minerais,186499.76,0.0,-,,0.0,0.0,0.0,0.0,0.0,0.0
2012,BA,Metálicos,Ferro,423416.13,253712.21,t,Fe,187573.62,30834998.63,0.0,0.0,0.0,0.0
2012,BA,Gemas e Diamantes,Gemas,17734.36,4336.36,kg,,0.0,0.0,0.0,0.0,0.0,0.0
2012,BA,Não-Metálicos,Grafita,197110.0,17739.9,t,,0.0,0.0,0.0,0.0,0.0,0.0
2012,BA,Metálicos,Chumbo,0.0,0.0,t,Pb,0.0,0.0,0.0,0.0,0.0,0.0
2012,BA,Metálicos,Níquel,6789783.0,34185.0,t, Ni,0.0,0.0,0.0,0.0,0.0,0.0
2012,BA,Não-Metálicos,Rochas Ornamentais - Outras,3123.58,0.0,-,,679.5,258299.35,0.0,0.0,2444.08,1883755.46
2012,BA,Não-Metálicos,Diatomita,3109.51,0.0,-,,1596.97,496492.5,0.0,0.0,0.0,0.0
2012,BA,Não-Metálicos,Rochas (Britadas) e Cascalho,7220167.59,0.0,-,,131961.0,2055189.0,0.0,0.0,0.0,0.0
2012,BA,Metálicos,Cobre,2723200.17,29117.28,t,Cu,95.17,127531.76,0.0,0.0,0.0,0.0
2012,BA,Não-Metálicos,Vermiculita e Perlita,1180.0,566.0,t,,0.0,0.0,0.0,0.0,0.0,0.0
2012,BA,Metálicos,Manganês,24594.66,6651.99,t,Mn,10061.2,1311556.0,0.0,0.0,0.0,0.0
2012,BA,Não-Metálicos,Caulim,32138.0,0.0,-,,14978.0,132224.0,0.0,0.0,0.0,0.0
2012,BA,Não-Metálicos,"Geodos, Ágatas, Calcedônia, etc",800.0,800.0,t,,792.7,1045149.0,0.0,0.0,0.0,0.0
2012,BA,Não-Metálicos,Dolomito e Magnesita,1621791.9,0.0,-,,339.0,91841.69,0.0,0.0,6.0,280.75
2012,BA,Não-Metálicos,Sal,530793.0,0.0,-,,0.0,0.0,0.0,0.0,530793.0,26421389.0
2012,BA,Não-Metálicos,Areia,1572819.24,0.0,-,,1563829.97,13704414.12,0.0,0.0,6451.21,55596.82
2012,BA,Não-Metálicos,Argilas,1178762.43,0.0,-,,397998.64,2529482.38,82796.14,364247.1,568346.86,1974680.44
2012,BA,Não-Metálicos,Rochas Ornamentais,178142.69,0.0,-,,166090.22,50260951.27,0.0,0.0,6954.2,1362912.44
