Ano base,UF,Classe Substância,Substância Mineral,Quantidade Produção,Unidade de Medida - Produção,Quantidade Contido,Unidade de Medida - Contido,Indicação Contido,Quantidade Venda,Unidade de Medida - Venda,Valor Venda (R$),Quantidade Consumo/Utilização na Usina,Unidade de Medida - Consumo/Utilização na Usina,Valor Consumo / Utilização na Usina (R$),Quantidade Transferência para Transformação / Utilização / Consumo,Unidade de Medida - Transferência para Transformação / Utilização / Consumo,Valor Transferência para Transformação / Utilização / Consumo (R$)
2012,MG,Gemas e Diamantes,Diamante,2814.65,ct,2814.65,ct,,2224.96,ct,3851887.26,0,ct,0.0,413.5,ct,369988.0
2012,MG,Gemas e Diamantes,Gemas,4627.55,kg,4627.55,kg,,4112.47,kg,17817777.45,5,kg,0.0,0.0,kg,0.0
2012,MG,Metálicos,Alumínio (Bauxita),2429482.78,t,1092250.22,t,Al2O3,2405.0,t,331250.0,0,t,0.0,2467151.49,t,126028397.14
2012,MG,Metálicos,Chumbo,16953.35,t,8921.65,t,Pb,16476.79,t,10678098.23,0,t,0.0,0.0,t,0.0
2012,MG,Metálicos,Columbita-Tantalita,611.69,t,120.09,t,Ta2O5,603.6,t,75407908.8,0,t,0.0,0.0,t,0.0
2012,MG,Metálicos,Estanho,512561.64,kg,330562.0,kg,Sn,551314.64,kg,7947309.94,0,kg,0.0,0.0,kg,0.0
2012,MG,Metálicos,Ferro,282603849.4,t,181984339.64,t,Fe,201421821.8,t,33122033897.53,"295962,07000000001",t,44823211.83,70948981.29,t,3005484593.82
2012,MG,Metálicos,Lítio,6504.0,t,365.52,t,Li2O,188.0,t,180880.0,0,t,0.0,7561.58,t,6568517.7
2012,MG,Metálicos,Manganês,580873.21,t,124265.0,t,Mn,367613.79,t,40245222.28,0,t,0.0,173767.63,t,20261437.12
2012,MG,Metálicos,Nióbio,130605.0,t,71532.0,t,Nb2O5,0.0,t,0.0,0,t,0.0,130605.0,t,177496912.0
2012,MG,Metálicos,Níquel,29706.0,t,12772.89,t, Ni,28640.84,t,409671964.41,489,t,11948.55,0.0,t,0.0
2012,MG,Metálicos,Ouro,29677.56,kg,29677.56,kg,Au,29660.03,kg,3112235772.98,0,kg,0.0,0.0,kg,0.0
2012,MG,Metálicos,Prata,6283.48,kg,6283.48,kg,Ag,6252.71,kg,13592931.13,0,kg,0.0,0.0,kg,0.0
2012,MG,Metálicos,Zinco,407191.92,t,164258.04,t,Zn,77901.12,t,86600172.37,0,t,0.0,327235.01,t,67930715.73
2012,MG,Não-Metálicos,Areia,726163.45,t,0.0,-,,728964.53,t,15790991.32,0,t,0.0,0.0,t,0.0
2012,MG,Não-Metálicos,Areias Industriais,888959.85,t,0.0,-,,442885.41,t,43120273.35,"55894,620000000003",t,224696.31,396046.57,t,7355581.01
2012,MG,Não-Metálicos,Argilas,1594782.36,t,0.0,-,,660330.47,t,8009040.53,"263714,91000000003",t,951644.53,682939.29,t,28720077.29
2012,MG,Não-Metálicos,Calcário,41676688.89,t,0.0,-,,20221537.96,t,455957954.43,"4261241,4199999999",t,24603393.29,16728376.87,t,181918129.52
2012,MG,Não-Metálicos,Cianita e outros minerais refratários,323.0,t,0.0,-,,0.0,t,0.0,0,t,0.0,279.0,t,92320.0
2012,MG,Não-Metálicos,Enxofre,266915.01,t,63472.88,t,S,265280.2,t,77264830.93,0,t,0.0,0.0,t,0.0
2012,MG,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",86665.15,t,0.0,-,,116429.51,t,15590203.58,0,t,0.0,0.0,t,0.0
2012,MG,Não-Metálicos,Fosfato,3407831.0,t,1176719.39,t,P2O5,32456.0,t,4839174.34,0,t,0.0,3495887.87,t,688003791.71
2012,MG,Não-Metálicos,Grafita,79386.5,t,65980.3,t,,79083.99,t,170575940.35,0,t,0.0,0.0,t,0.0
2012,MG,Não-Metálicos,Rochas (Britadas) e Cascalho,18501680.76,t,0.0,-,,17748012.47,t,515925189.2,"112184,2",t,1354990.41,246203.27,t,3924079.91
2012,MG,Não-Metálicos,Rochas Ornamentais,4940.39,t,0.0,-,,4300.49,t,2629672.64,0,t,0.0,0.0,t,0.0
2012,MG,Não-Metálicos,Talco e outras Cargas Minerais,595536.68,t,0.0,-,,518897.58,t,29995033.93,0,t,0.0,0.0,t,0.0
2012,MS,Gemas e Diamantes,Diamante,0.0,ct,0.0,ct,,0.0,ct,0.0,0,ct,0.0,0.0,ct,0.0
2012,MS,Metálicos,Ferro,8673674.0,t,5628804.99,t,Fe,5213937.25,t,742001296.14,0,t,0.0,0.0,t,0.0
2012,MS,Metálicos,Manganês,326584.0,t,138034.45,t,Mn,264263.0,t,83082052.75,0,t,0.0,0.0,t,0.0
2012,MS,Não-Metálicos,Areia,480899.0,t,0.0,-,,468344.3,t,7011344.84,0,t,0.0,0.0,t,0.0
2012,MS,Não-Metálicos,Argilas,333636.28,t,0.0,-,,59619.48,t,4403847.63,"253670,97999999998",t,5510753.34,18396.47,t,138709.29
2012,MS,Não-Metálicos,Calcário,1966689.01,t,0.0,-,,853284.21,t,26088746.2,0,t,0.0,1147716.05,t,11452066.07
2012,MS,Não-Metálicos,Dolomito e Magnesita,1553261.0,t,0.0,-,,1506927.09,t,50406769.3,0,t,0.0,0.0,t,0.0
2012,MS,Não-Metálicos,Rochas (Britadas) e Cascalho,3102123.11,t,0.0,-,,2994728.81,t,71373061.83,"37883,519999999997",t,612009.0,34599.16,t,339877.28
2012,MS,Não-Metálicos,Talco e outras Cargas Minerais,312573.94,t,0.0,-,,0.0,t,0.0,0,t,0.0,312573.94,t,2846520.23
2012,MT,Gemas e Diamantes,Diamante,46635.04,ct,45711.04,ct,,49580.07,ct,3731064.81,0,ct,0.0,0.0,ct,0.0
2012,MT,Metálicos,Estanho,111068.0,kg,76068.0,kg,Sn,111351.93,kg,1026310.74,0,kg,0.0,0.0,kg,0.0
2012,MT,Metálicos,Ouro,5387.47,kg,5382.53,kg,Au,5331.64,kg,539036789.28,"16,38888",kg,16388.88,3.02,kg,152783.87
2012,MT,Metálicos,Zinco,0.0,t,0.0,t,Zn,0.0,t,0.0,0,t,0.0,0.0,t,0.0
2012,MT,Não-Metálicos,Areia,124255.45,t,0.0,-,,124255.45,t,3362659.69,0,t,0.0,0.0,t,0.0
2012,MT,Não-Metálicos,Argilas,231868.39,t,0.0,-,,147681.9,t,23534524.43,"82695,960000000006",t,1167541.45,0.0,t,0.0
2012,MT,Não-Metálicos,Calcário,7168007.97,t,0.0,-,,5979712.59,t,206652464.98,"1122971,1299999999",t,9752130.52,43040.74,t,443040.74
2012,MT,Não-Metálicos,Dolomito e Magnesita,787656.0,t,0.0,-,,705466.14,t,16695848.53,0,t,0.0,0.0,t,0.0
2012,MT,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,144.23,t,0.0,-,,144.23,t,24000.0,0,t,0.0,0.0,t,0.0
2012,MT,Não-Metálicos,Rochas (Britadas) e Cascalho,3814009.57,t,0.0,-,,3653798.3,t,86128743.22,1487,t,22675.0,0.0,t,0.0
2012,PA,Gemas e Diamantes,Gemas,252531.0,kg,252531.0,kg,,252531.0,kg,148914.78,0,kg,0.0,0.0,kg,0.0
2012,PA,Metálicos,Alumínio (Bauxita),30737144.42,t,15096009.68,t,Al2O3,30463259.8,t,1919766604.21,0,t,0.0,0.0,t,0.0
2012,PA,Metálicos,Cobre,448170.06,t,124944.71,t,Cu,452796.06,t,1998071772.55,0,t,0.0,0.0,t,0.0
2012,PA,Metálicos,Estanho,3723941.0,kg,2616823.55,kg,Sn,3717873.0,kg,56792497.88,0,kg,0.0,0.0,kg,0.0
2012,PA,Metálicos,Ferro,107438108.09,t,69467932.3,t,Fe,102983735.85,t,17818771916.45,0,t,0.0,4290497.0,t,169623882.39
2012,PA,Metálicos,Manganês,1862671.01,t,867451.54,t,Mn,1667816.67,t,435453870.13,0,t,0.0,0.0,t,0.0
2012,PA,Metálicos,Níquel,15646.29,t,5765.36,t, Ni,7025.0,t,221820273.89,0,t,0.0,0.0,t,0.0
2012,PA,Metálicos,Ouro,1483.2,kg,1483.2,kg,Au,1572.75,kg,155112329.96,0,kg,0.0,0.0,kg,0.0
2012,PA,Metálicos,Tungstênio,126.13,t,81.98,t,WO3,126.13,t,5072185.85,0,t,0.0,0.0,t,0.0
2012,PA,Não-Metálicos,Areias Industriais,28184.14,t,0.0,-,,0.0,t,0.0,0,t,0.0,28184.14,t,3807464.6
2012,PA,Não-Metálicos,Argilas,2778.86,t,0.0,-,,2778.86,t,897002.45,0,t,0.0,0.0,t,0.0
2012,PA,Não-Metálicos,Calcário,80555.29,t,0.0,-,,79393.29,t,3807132.38,0,t,0.0,0.0,t,0.0
2012,PA,Não-Metálicos,Caulim,1517548.86,t,0.0,-,,1528160.42,t,351977058.61,0,t,0.0,0.0,t,0.0
2012,PA,Não-Metálicos,Rochas (Britadas) e Cascalho,1563499.34,t,0.0,-,,1214915.34,t,67582260.05,0,t,0.0,338418.0,t,12496335.1
2012,PB,Metálicos,Columbita-Tantalita,4.0,t,0.4,t,Ta2O5,4.0,t,12000.0,0,t,0.0,0.0,t,0.0
2012,PB,Metálicos,Titânio,122080.39,t,67608.76,t,TiO2,124535.83,t,53044548.38,0,t,0.0,0.0,t,0.0
2012,PB,Metálicos,Zircônio,19754.8,t,12778.08,t,ZrSiO4,13966.5,t,70736480.96,0,t,0.0,0.0,t,0.0
2012,PB,Não-Metálicos,Areias Industriais,48057.73,t,0.0,-,,459.0,t,1950.0,459,t,1950.0,47598.73,t,1597718.82
2012,PB,Não-Metálicos,Argilas,408898.7,t,0.0,-,,346724.7,t,100004824.62,0,t,0.0,63460.0,t,285823.0
2012,PB,Não-Metálicos,Calcário,2721670.0,t,0.0,-,,22165.15,t,3420638.23,0,t,0.0,2699319.0,t,20914652.87
2012,PB,Não-Metálicos,Cianita e outros minerais refratários,1297.36,t,0.0,-,,889.0,t,618393.89,0,t,0.0,0.0,t,0.0
2012,PB,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",59122.47,t,0.0,-,,59122.47,t,1975787.09,0,t,0.0,0.0,t,0.0
2012,PB,Não-Metálicos,Rochas (Britadas) e Cascalho,948777.61,t,0.0,-,,884559.97,t,21550707.04,0,t,0.0,86534.42,t,2010367.14
2012,PB,Não-Metálicos,Rochas Ornamentais,9171.79,t,0.0,-,,8518.1,t,8744526.48,"634,24000000000001",t,331977.5,0.0,t,0.0
2012,PB,Não-Metálicos,Vermiculita e Perlita,6778.0,t,6778.0,t,,6778.0,t,1962505.0,0,t,0.0,0.0,t,0.0
2012,PE,Não-Metálicos,Areias Industriais,153325.53,t,0.0,-,,10976.0,t,218420.0,"16672,630000000001",t,3874793.2,120257.33,t,1571192.31
2012,PE,Não-Metálicos,Argilas,537826.23,t,0.0,-,,17462.75,t,3031054.84,0,t,0.0,520363.48,t,3378269.14
2012,PE,Não-Metálicos,Calcário,688722.17,t,0.0,-,,74748.99,t,14001949.46,0,t,0.0,613973.18,t,18207444.96
2012,PE,Não-Metálicos,Dolomito e Magnesita,366.73,t,0.0,-,,366.73,t,43828.1,0,t,0.0,0.0,t,0.0
2012,PE,Não-Metálicos,Gipsita,1299348.65,t,0.0,-,,928820.04,t,26844283.89,0,t,0.0,242643.54,t,16408409.91
2012,PE,Não-Metálicos,Rochas (Britadas) e Cascalho,8396170.87,t,0.0,-,,7646952.42,t,190216666.55,0,t,0.0,7098.1,t,123995.07
2012,PE,Não-Metálicos,Rochas Ornamentais,0.0,t,0.0,-,,0.0,t,0.0,0,t,0.0,0.0,t,0.0
2012,PE,Não-Metálicos,Vermiculita e Perlita,3902.0,t,3212.12,t,,1414.0,t,1827997.4,0,t,0.0,0.0,t,0.0
2012,PI,Não-Metálicos,Argilas,96226.73,t,0.0,-,,0.0,t,0.0,"96226,729999999996",t,1194075.83,0.0,t,0.0
2012,PI,Não-Metálicos,Calcário,190472.93,t,0.0,-,,149317.01,t,8156925.18,"21155,919999999998",t,834193.84,0.0,t,0.0
2012,PI,Não-Metálicos,Dolomito e Magnesita,210904.08,t,0.0,-,,201586.0,t,10098665.54,"9318,0799999999999",t,440214.16,0.0,t,0.0
2012,PI,Não-Metálicos,Rochas (Britadas) e Cascalho,611540.73,t,0.0,-,,531421.43,t,22927222.28,"39665,009999999995",t,1843587.89,3822.13,t,157575.3
2012,PI,Não-Metálicos,Rochas Ornamentais,16078.71,t,0.0,-,,15428.91,t,1980797.93,0,t,0.0,0.0,t,0.0
2012,PR,Energéticos,Carvão Mineral,97416.84,t,0.0,-,,97404.84,t,26023802.57,0,t,0.0,0.0,t,0.0
2012,PR,Metálicos,Ouro,437.67,kg,437.63,kg,Au,445.0,kg,46705632.27,0,kg,0.0,0.0,kg,0.0
2012,PR,Metálicos,Prata,83.77,kg,83.76,kg,Ag,0.0,kg,0.0,"6,8073800000000002",kg,0.01,0.0,kg,0.0
2012,PR,Não-Metálicos,Areia,1902982.5,t,0.0,-,,1900936.98,t,23060398.36,0,t,0.0,0.0,t,0.0
2012,PR,Não-Metálicos,Areias Industriais,6359.34,t,0.0,-,,4308.34,t,175799.38,0,t,0.0,2051.0,t,82040.0
2012,PR,Não-Metálicos,Argilas,3029269.1,t,0.0,-,,4371132.6,t,1048377.7,0,t,0.0,0.0,t,0.0
2012,PR,Não-Metálicos,Calcário,11596516.42,t,0.0,-,,2872678.75,t,71555573.21,"108102,53999999999",t,354640.0,8615187.72,t,62319152.59
2012,PR,Não-Metálicos,Caulim,62.0,t,0.0,-,,0.0,t,0.0,0,t,0.0,62.0,t,1240.0
2012,PR,Não-Metálicos,Dolomito e Magnesita,504088.99,t,0.0,-,,479070.1,t,5580441.36,0,t,0.0,64767.15,t,217301.45
2012,PR,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",117609.0,t,0.0,-,,0.0,t,0.0,0,t,0.0,117606.56,t,3403420.54
2012,PR,Não-Metálicos,Fluorita e Criolita,11972.9,t,10133.2,t,,11812.7,t,8839705.08,0,t,0.0,0.0,t,0.0
2012,PR,Não-Metálicos,Rochas (Britadas) e Cascalho,12454899.51,t,0.0,-,,11603524.56,t,233364295.03,"324033,06",t,3557090.7,215884.46,t,2485558.79
2012,PR,Não-Metálicos,Rochas Ornamentais,6008.38,t,0.0,-,,4617.38,t,1216464.74,0,t,0.0,4274.6,t,647271.76
2012,PR,Não-Metálicos,Talco e outras Cargas Minerais,53638.86,t,0.0,-,,46908.83,t,7141569.1,0,t,0.0,6526.0,t,330904.0
2012,RJ,Metálicos,Monazita e Terras-Raras,205.0,t,205.0,t,ETR,2700.0,t,2096184.0,0,t,0.0,0.0,t,0.0
2012,RJ,Metálicos,Titânio,3343.0,t,3343.0,t,TiO2,12220.0,t,3772942.82,0,t,0.0,0.0,t,0.0
2012,RJ,Metálicos,Zircônio,668.0,t,668.0,t,ZrSiO4,848.0,t,1688351.93,0,t,0.0,0.0,t,0.0
2012,RJ,Não-Metálicos,Areia,73825.77,t,0.0,-,,73826.77,t,2329138.6,0,t,0.0,0.0,t,0.0
2012,RJ,Não-Metálicos,Areias Industriais,151789.0,t,0.0,-,,162803.84,t,6264708.2,0,t,0.0,0.0,t,0.0
2012,RJ,Não-Metálicos,Argilas,70850.87,t,0.0,-,,0.0,t,0.0,0,t,0.0,70850.87,t,382502.85
2012,RJ,Não-Metálicos,Calcário,2881925.36,t,0.0,-,,16858.09,t,4030706.39,0,t,0.0,2861284.11,t,23178868.29
2012,RJ,Não-Metálicos,Fluorita e Criolita,12175.0,t,9500.0,t,,11928.0,t,7630410.2,0,t,0.0,0.0,t,0.0
2012,RJ,Não-Metálicos,Rochas (Britadas) e Cascalho,25394687.21,t,0.0,-,,24511887.47,t,787734466.53,"85569,899999999994",t,1645575.0,293316.99,t,8714424.21
2012,RJ,Não-Metálicos,Rochas Ornamentais,20142.64,t,0.0,-,,22925.36,t,29776559.64,0,t,0.0,0.0,t,0.0
2012,RN,Metálicos,Columbita-Tantalita,7.5,t,7.5,t,Ta2O5,7.5,t,529670.74,0,t,0.0,0.0,t,0.0
2012,RN,Metálicos,Ferro,41071.46,t,24232.16,t,Fe,81175.77,t,6103797.47,0,t,0.0,0.0,t,0.0
2012,RN,Metálicos,Ouro,33.3,kg,33.3,kg,Au,33.3,kg,3554554.98,0,kg,0.0,0.0,kg,0.0
2012,RN,Metálicos,Tungstênio,502.33,t,384.77,t,WO3,524.58,t,19293179.93,0,t,0.0,0.0,t,0.0
2012,RN,Não-Metálicos,Argilas,16448.82,t,0.0,-,,0.0,t,0.0,"16448,82",t,11514.18,0.0,t,0.0
2012,RN,Não-Metálicos,Calcário,158248.92,t,0.0,-,,82439.16,t,4722404.04,"75809,759999999995",t,2132528.55,0.0,t,0.0
2012,RN,Não-Metálicos,Caulim,43754.39,t,0.0,-,,43754.39,t,7989069.1,0,t,0.0,0.0,t,0.0
2012,RN,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",4726.0,t,0.0,-,,4703.0,t,466680.0,0,t,0.0,0.0,t,0.0
2012,RN,Não-Metálicos,Minerais Industriais (Outros),1.14,t,0.0,t,,1.14,t,251882.52,0,t,0.0,0.0,t,0.0
2012,RN,Não-Metálicos,Rochas (Britadas) e Cascalho,1090140.57,t,0.0,-,,914180.05,t,32739908.57,"19236,049999999999",t,19236.05,59562.68,t,1189670.96
2012,RO,Gemas e Diamantes,Gemas,2200.0,kg,2200.0,kg,,2200.0,kg,500000.0,0,kg,0.0,0.0,kg,0.0
2012,RO,Metálicos,Columbita-Tantalita,9731.22,t,496.78,t,Nb2O5,9408.88,t,37226104.4,0,t,0.0,0.0,t,0.0
2012,RO,Metálicos,Columbita-Tantalita,7480.48,t,314.77,t,Ta2O5,7363.26,t,28402224.62,0,t,0.0,0.0,t,0.0
2012,RO,Metálicos,Estanho,13524604.38,kg,8767582.68,kg,Sn,10603517.85,kg,199825870.02,0,kg,0.0,2427255.54,kg,50914804.63
2012,RO,Metálicos,Manganês,45498.26,t,13914.14,t,Mn,39700.0,t,5884869.42,0,t,0.0,4008.28,t,601242.0
2012,RO,Metálicos,Ouro,665.48,kg,664.79,kg,Au,665.44,kg,62602504.59,0,kg,0.0,0.0,kg,0.0
2012,RO,Não-Metálicos,Areia,19618.0,t,0.0,-,,20032.32,t,488606.0,0,t,0.0,0.0,t,0.0
2012,RO,Não-Metálicos,Calcário,17000.0,t,0.0,-,,17000.0,t,700000.0,0,t,0.0,0.0,t,0.0
2012,RO,Não-Metálicos,Rochas (Britadas) e Cascalho,928798.98,t,0.0,-,,882003.51,t,50309112.21,"63319,610000000001",t,766875.26,0.0,t,0.0
2012,RR,Não-Metálicos,Rochas (Britadas) e Cascalho,144275.17,t,0.0,-,,144275.17,t,6237714.24,0,t,0.0,0.0,t,0.0
2012,RR,Não-Metálicos,Rochas Ornamentais,1200.0,t,0.0,-,,1200.0,t,207000.0,0,t,0.0,0.0,t,0.0
2012,RS,Energéticos,Carvão Mineral,4017826.83,t,0.0,-,,4744301.66,t,292559578.11,0,t,0.0,0.0,t,0.0
2012,RS,Não-Metálicos,Areias Industriais,62853.16,t,0.0,-,,62853.16,t,3695079.84,0,t,0.0,0.0,t,0.0
2012,RS,Não-Metálicos,Argilas,16056.05,t,0.0,-,,16056.05,t,714997.55,0,t,0.0,0.0,t,0.0
2012,RS,Não-Metálicos,Calcário,4069228.38,t,0.0,-,,2205422.14,t,88293988.46,3652,t,34568.98,1856740.53,t,38759479.51
2012,RS,Não-Metálicos,Caulim,14830.18,t,0.0,-,,14830.18,t,3153481.85,0,t,0.0,0.0,t,0.0
2012,RS,Não-Metálicos,Rochas (Britadas) e Cascalho,18890869.56,t,0.0,-,,14987278.03,t,289978999.04,"1276044,28",t,14920727.32,2521558.6,t,18776926.66
2012,SC,Energéticos,Carvão Mineral,2535103.52,t,0.0,-,,2612576.49,t,500914620.41,0,t,0.0,0.0,t,0.0
2012,SC,Energéticos,Turfa,142159.82,t,0.0,-,,65997.63,t,2659940.75,"124405,77",t,828281.92,34345.26,t,1744892.32
2012,SC,Metálicos,Alumínio (Bauxita),93951.55,t,50734.49,t,Al2O3,33672.83,t,4792025.41,0,t,0.0,41964.48,t,1426426.36
2012,SC,Não-Metálicos,Areia,159585.0,t,0.0,-,,159646.45,t,2276552.1,0,t,0.0,0.0,t,0.0
2012,SC,Não-Metálicos,Areias Industriais,1110871.88,t,0.0,-,,1118218.21,t,51325651.52,0,t,0.0,0.0,t,0.0
2012,SC,Não-Metálicos,Argilas,95471.0,t,0.0,-,,0.0,t,0.0,0,t,0.0,95471.0,t,912033.07
2012,SC,Não-Metálicos,Calcário,2711409.67,t,0.0,-,,1043595.8,t,28514255.46,0,t,0.0,1667504.87,t,12178135.29
2012,SC,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",134822.34,t,0.0,-,,134822.34,t,17796140.26,0,t,0.0,0.0,t,0.0
2012,SC,Não-Metálicos,Rochas (Britadas) e Cascalho,16568324.33,t,0.0,-,,14603461.48,t,293927940.85,"772755,5",t,9861973.05,735659.03,t,9691276.04
2012,SC,Não-Metálicos,Saibro,380112.1,t,0.0,-,,367020.41,t,4189961.85,0,t,0.0,0.0,t,0.0
2012,SE,Não-Metálicos,Argilas,214690.74,t,0.0,-,,23625.46,t,943726.1,0,t,0.0,190311.56,t,1208706.36
2012,SE,Não-Metálicos,Calcário,4804959.04,t,0.0,-,,249792.23,t,961126.87,0,t,0.0,4596108.56,t,33205891.62
2012,SE,Não-Metálicos,Dolomito e Magnesita,25613.98,t,0.0,-,,25613.98,t,2625375.23,0,t,0.0,0.0,t,0.0
2012,SE,Não-Metálicos,Potássio,548534.0,t,548534.0,t,K2O,551985.0,t,563405090.56,0,t,0.0,0.0,t,0.0
2012,SE,Não-Metálicos,Rochas (Britadas) e Cascalho,722632.37,t,0.0,-,,722632.37,t,19830940.72,0,t,0.0,0.0,t,0.0
2012,SP,Metálicos,Alumínio (Bauxita),35577.99,t,18400.92,t,Al2O3,35577.99,t,10270769.83,0,t,0.0,0.0,t,0.0
2012,SP,Metálicos,Ferro,195897.04,t,136244.0,t,Fe,180311.42,t,2047542.25,0,t,0.0,0.0,t,0.0
2012,SP,Metálicos,Manganês,1121.51,t,300.0,t,Mn,1121.51,t,145011.4,0,t,0.0,0.0,t,0.0
2012,SP,Não-Metálicos,Areia,11810829.9,t,0.0,-,,11438523.27,t,242708761.73,0,t,0.0,0.0,t,0.0
2012,SP,Não-Metálicos,Areias Industriais,4768762.4,t,0.0,-,,4328370.38,t,165363842.58,0,t,0.0,436518.42,t,10775849.94
2012,SP,Não-Metálicos,Argilas,1627419.05,t,0.0,-,,1060999.73,t,23725345.62,8821,t,17592.0,556027.24,t,6768542.63
2012,SP,Não-Metálicos,Calcário,12370662.13,t,0.0,-,,3521613.07,t,138328608.23,"3149694,7399999998",t,47946492.58,5666976.92,t,104473496.59
2012,SP,Não-Metálicos,Calcário,1965751.0,t,1965751.0,t,,1700969.0,t,9566086.41,0,t,0.0,291815.0,t,7179707.84
2012,SP,Não-Metálicos,Caulim,90904.3,t,0.0,-,,87504.4,t,23921661.97,0,t,0.0,2333.68,t,466736.0
2012,SP,Não-Metálicos,Dolomito e Magnesita,142339.3,t,0.0,-,,142339.3,t,8965433.22,0,t,0.0,0.0,t,0.0
2012,SP,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",18995.0,t,0.0,-,,21659.75,t,4846772.68,0,t,0.0,0.0,t,0.0
2012,SP,Não-Metálicos,Fosfato,637944.15,t,257553.37,t,P2O5,87791.66,t,5193842.14,0,t,0.0,561237.61,t,166129208.71
2012,SP,Não-Metálicos,Rochas (Britadas) e Cascalho,89646932.6,t,0.0,-,,76815453.92,t,2040545133.77,"1235131,3900000001",t,15713433.29,1678928.19,t,27903496.81
2012,SP,Não-Metálicos,Rochas Ornamentais,5090.0,t,0.0,-,,5074.04,t,6213411.55,0,t,0.0,0.0,t,0.0
2012,SP,Não-Metálicos,Talco e outras Cargas Minerais,664641.85,t,0.0,-,,659303.6,t,28649068.27,"507,11000000000001",t,912.78,0.0,t,0.0
2012,TO,Metálicos,Ferro,342514.85,t,205510.0,t,Fe,342514.85,t,26672618.89,0,t,0.0,0.0,t,0.0
2012,TO,Metálicos,Ouro,1.34,kg,1.0,kg,Au,0.0,kg,0.0,0,kg,0.0,0.0,kg,0.0
2012,TO,Não-Metálicos,Calcário,3872835.58,t,0.0,-,,2761286.56,t,67002819.71,0,t,0.0,1094555.39,t,15344663.71
2012,TO,Não-Metálicos,Minerais Industriais (Outros),158.0,t,0.0,-,,158.0,t,1565360.0,0,t,0.0,0.0,t,0.0
2012,TO,Não-Metálicos,Rochas (Britadas) e Cascalho,531200.81,t,0.0,-,,528915.34,t,16074060.01,0,t,0.0,0.0,t,0.0
2013,AL,Não-Metálicos,Calcário,1055452.22,t,0.0,-,,164025.19,t,12122096.76,0,t,0.0,862492.0,t,10779934.92
2013,AL,Não-Metálicos,Rochas (Britadas) e Cascalho,1045546.5,t,0.0,-,,1020349.22,t,32655422.55,"8720,4899999999998",t,265812.53,16476.79,t,509676.41
2013,AM,Metálicos,Columbita-Tantalita,24589.38,t,5225.0,t,Nb2O5,0.0,t,0.0,0,t,0.0,24589.38,t,113182724.7
2013,AM,Metálicos,Columbita-Tantalita,24589.38,t,5225.0,t,Ta2O5,0.0,t,0.0,0,t,0.0,24589.38,t,113182724.7
2013,AM,Metálicos,Estanho,14390227.0,kg,9790227.0,kg,Sn,0.0,kg,0.0,0,kg,0.0,14390227.0,kg,252687126.16
2013,AM,Metálicos,Ouro,397.18,kg,397.07,kg,Au,397.15,kg,34439517.92,0,kg,0.0,0.0,kg,0.0
2013,AM,Não-Metálicos,Rochas (Britadas) e Cascalho,578328.02,t,0.0,-,,578328.02,t,38024070.22,0,t,0.0,0.0,t,0.0
2013,AP,Metálicos,Columbita-Tantalita,53.05,t,53.05,t,Ta2O5,53.05,t,339000.0,0,t,0.0,0.0,t,0.0
2013,AP,Metálicos,Cromo,1250.0,t,562.5,t,Cr2O3,89.58,t,741384.0,0,t,0.0,0.0,t,0.0
2013,AP,Metálicos,Ferro,6257785.51,t,3799757.83,t,Fe,2067829.09,t,474669782.29,0,t,0.0,0.0,t,0.0
2013,AP,Metálicos,Ouro,5559.75,kg,5239.59,kg,Au,5227.37,kg,500092778.8,0,kg,0.0,0.0,kg,0.0
2013,AP,Metálicos,Prata,196.68,kg,196.68,kg,Ag,196.68,kg,380368.48,0,kg,0.0,0.0,kg,0.0
2013,AP,Não-Metálicos,Rochas (Britadas) e Cascalho,424773.52,t,0.0,-,,316538.3,t,17016951.27,0,t,0.0,0.0,t,0.0
2013,BA,Gemas e Diamantes,Diamante,518.9,ct,518.9,ct,,0.0,ct,0.0,0,ct,0.0,0.0,ct,0.0
2013,BA,Gemas e Diamantes,Gemas,8773.89,kg,8773.89,kg,,8773.89,kg,18775441.13,0,kg,0.0,0.0,kg,0.0
2013,BA,Metálicos,Cobre,86243.45,t,26457.86,t,Cu,85250.68,t,457898879.73,0,t,0.0,0.0,t,0.0
2013,BA,Metálicos,Cromo,496607.38,t,193310.75,t,Cr2O3,44376.36,t,25966914.92,22112,t,7712758.47,425771.59,t,148125866.6
2013,BA,Metálicos,Ferro,337675.11,t,219826.5,t,Fe,299972.76,t,28470058.01,0,t,0.0,0.0,t,0.0
2013,BA,Metálicos,Manganês,6436.89,t,2124.17,t,Mn,7095.24,t,957857.4,0,t,0.0,0.0,t,0.0
2013,BA,Metálicos,Níquel,107663.66,t,15621.56,t, Ni,96409.54,t,413661873.39,0,t,0.0,0.0,t,0.0
2013,BA,Metálicos,Ouro,4962.81,kg,4962.81,kg,Au,5005.99,kg,469057851.68,0,kg,0.0,0.0,kg,0.0
